Protein.IDs	Majority.protein.IDs	Fasta.headers	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P33442|RS3A1_YEAST	sp|P33442|RS3A1_YEAST	sp|P33442|RS3A1_YEAST 40S ribosomal protein S1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS1A PE=1 SV=2	27.1000902683163	26.4417868028007	26.9071299755978	27.2198348374295	27.0022798914231	25.6995675819196	27.0073151073851	27.1209978151339	27.0947653667549	26.9668625567969	27.1787365696989	25.4475206600967	27.1982614254812	25.7944910285575	27.0411380786949	27.7595780780701	25.8113968418725	27.4706498140976	27.1786416024448	27.0356955198514	26.8676175330008	26.8443381748565	27.2390881708739	26.9690606147233	26.5009837087782	26.4042187972975	27.62784065325
sp|P33734|HIS5_YEAST	sp|P33734|HIS5_YEAST	sp|P33734|HIS5_YEAST Imidazole glycerol phosphate synthase hisHF OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS7 PE=1 SV=2	18.7452081771207	NA	NA	21.7661179936023	19.9541849483915	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.61607315556	NA	NA	19.0696228351366	NA	NA	NA	NA	20.9395533893649	19.2110279786578	19.7948092842183	19.936321624724	19.8787634123949
sp|P33892|GCN1_YEAST	sp|P33892|GCN1_YEAST	sp|P33892|GCN1_YEAST eIF-2-alpha kinase activator GCN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8879970024475	NA	NA	22.9426347707304	NA	NA	NA	23.2021573112962	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P34167|IF4B_YEAST	sp|P34167|IF4B_YEAST	sp|P34167|IF4B_YEAST Eukaryotic translation initiation factor 4B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF3 PE=1 SV=1	25.1967428877855	24.758727054175	24.488549696326	24.8021798823687	24.7924320729849	23.6055771779414	24.80484040946	23.1149121569971	21.1147692160496	24.8028701199108	24.1573062227902	24.601842409325	24.7567436183609	24.5194735696399	24.5352839210274	24.2064265703813	24.2953704247268	24.3735167598275	24.9639339411185	22.7065769569398	24.4243831418913	23.9899716586572	24.5507467853832	24.700970068061	24.3231300967107	24.0944230975147	25.1822270238226
sp|P34216|EDE1_YEAST	sp|P34216|EDE1_YEAST	sp|P34216|EDE1_YEAST EH domain-containing and endocytosis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EDE1 PE=1 SV=2	24.9127362364299	24.8277435246804	24.0311162652837	24.3361992535418	24.8387476750908	23.1713942842708	24.874270730106	24.2198532967195	24.1508145478434	23.7928292087773	24.8587065082927	23.9662244930812	25.0758189255147	24.750879099948	24.9610214551111	22.8768016924591	24.5127390163121	24.7604539812715	25.0328824704105	24.5918354988963	24.8157757278414	24.1841204737635	24.5127992855567	24.5171921537856	24.4067183201959	23.9387640707284	24.6302871247886
sp|P34221|PP2C3_YEAST	sp|P34221|PP2C3_YEAST	sp|P34221|PP2C3_YEAST Protein phosphatase 2C homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTC3 PE=1 SV=4	21.5411817130873	21.3141251604874	21.6109923674368	NA	21.2591984544651	21.2180357698102	21.3295905195054	NA	21.9086286368284	21.6643153314742	NA	21.3933066553446	21.0345625626475	NA	NA	NA	NA	22.0558305241369	NA	21.084595612789	NA	NA	NA	NA	NA	NA	21.0856980701144
sp|P34223|UBX1_YEAST	sp|P34223|UBX1_YEAST	sp|P34223|UBX1_YEAST UBX domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHP1 PE=1 SV=1	21.2935614552461	NA	NA	21.6820464477685	21.7275017166391	21.8778877067659	NA	20.9683883645219	21.476647331648	22.5748013801817	21.7207552737062	21.684830788592	NA	22.8046730394483	21.4496000619263	21.6021370149437	NA	NA	NA	20.5523426352187	NA	21.6242189393597	21.9669461442382	NA	23.7124035710624	22.8772324511252	23.062334738535
sp|P34227|PRX1_YEAST	sp|P34227|PRX1_YEAST	sp|P34227|PRX1_YEAST Peroxiredoxin PRX1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRX1 PE=1 SV=1	26.1984487884738	25.6180690965074	24.8908750590838	25.58732109091	25.5750207479232	NA	26.0527083351872	25.8257557734905	25.1132277307326	26.1174747485702	24.8631570823267	24.4786481760528	26.1083301481631	24.9410053249323	25.7535338351932	25.9527151236357	25.1917824560956	25.8298011116878	25.8105881082102	25.1064543150772	26.1636152826743	25.8577103520771	26.6770748351933	26.2982230023557	25.7212978206999	24.9974854874024	26.3467356799133
sp|P34730|BMH2_YEAST	sp|P34730|BMH2_YEAST	sp|P34730|BMH2_YEAST Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH2 PE=1 SV=3	25.4085010460712	24.9818090430551	25.3049035711832	25.1066140554351	25.0094951480092	23.9321094785504	25.0885718446251	25.6713626779352	25.12927672728	25.0452690684889	25.1063744382651	25.2512226282484	24.6212032013279	24.9420798914577	25.3122287623713	25.2291635318221	25.1767599623885	25.2432533180804	24.7832176803502	22.4476593801675	24.6308425629416	25.2925999556223	24.8424930662172	24.5812989795881	26.060769144197	25.5889227508479	25.9619046476951
sp|P34760|TSA1_YEAST;sp|Q04120|TSA2_YEAST	sp|P34760|TSA1_YEAST	sp|P34760|TSA1_YEAST Peroxiredoxin TSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSA1 PE=1 SV=3	28.8462227801232	27.2943890948584	26.6802981358249	29.2318982477098	28.1239107058592	26.4322272378781	28.7736674407065	26.8712653100159	28.8579831775265	28.2707950507416	28.7369900154959	26.7572270142578	28.9770279223397	26.8927288274608	29.2199963482095	29.1883197884686	27.0996890739197	28.9768913978688	28.9808453716125	29.0768893820909	28.8794684555724	28.9662024858501	28.9182923579835	28.3368376989392	28.2115505124022	27.1697822105576	29.4222991329138
sp|P35189|TAF14_YEAST	sp|P35189|TAF14_YEAST	sp|P35189|TAF14_YEAST Transcription initiation factor TFIID subunit 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAF14 PE=1 SV=1	21.0512567438434	NA	20.8432984947412	21.2539005622799	NA	21.2697932893132	20.5562777715536	21.7371499477887	NA	NA	21.3309584439066	21.0885475831743	21.38984557002	21.3186553393401	21.1524556807842	NA	21.3988480497842	21.3674104851334	21.5115210381555	NA	NA	NA	NA	21.3159499920364	21.5558098653967	21.1143879709364	21.1773684377416
sp|P35197|GCS1_YEAST	sp|P35197|GCS1_YEAST	sp|P35197|GCS1_YEAST ADP-ribosylation factor GTPase-activating protein GCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCS1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	20.9659251659708	NA	NA	NA	NA	21.0353683124818	NA	NA	NA	NA	NA	21.2606347437749	NA	NA	NA	NA	NA	NA	NA	20.9503451545034
sp|P35691|TCTP_YEAST	sp|P35691|TCTP_YEAST	sp|P35691|TCTP_YEAST Translationally-controlled tumor protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA19 PE=1 SV=1	28.2995511130047	26.1299644969179	26.7855642165006	27.3008605510042	26.6715516484039	27.6621406001466	27.6418239880103	27.6580592309079	27.9737203979423	27.5074859304423	28.2561091820934	27.2126176460577	28.4326892035996	26.878650236771	28.5646001059349	27.9848428515935	27.756145509822	28.4681654868782	27.5872066185588	27.8975259670046	28.0505615366194	28.2255919004128	27.7512367528206	27.0039959811842	26.9237705042124	28.1171378254135	28.2142863591815
sp|P35719|MRP8_YEAST	sp|P35719|MRP8_YEAST	sp|P35719|MRP8_YEAST Uncharacterized protein MRP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP8 PE=1 SV=1	24.4631995555108	20.5157614274339	20.4856170765753	24.9367888827355	22.7824079889854	NA	23.1911875629025	24.6210913861726	24.7957547139785	23.29852018591	23.7613166702539	NA	24.3796766130347	NA	24.7055121633898	24.764205456891	NA	24.3162400934489	24.5863477862837	24.4942383954269	23.6265601628447	24.3942753199943	24.9132842513929	24.4922835237987	23.7983776616219	21.880655216766	23.2661368449903
sp|P35723|YET1_YEAST	sp|P35723|YET1_YEAST	sp|P35723|YET1_YEAST Endoplasmic reticulum transmembrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YET1 PE=1 SV=2	21.6658771594211	NA	21.8947837247939	24.1061347812905	21.8342982085575	21.8167133800254	21.7704800088071	NA	NA	NA	NA	NA	21.957908308968	21.7177048681445	22.7961806486024	NA	NA	22.2041293085526	NA	NA	NA	NA	22.2372473125665	23.2209309098011	23.91067932434	NA	22.0033312386243
sp|P35727|BLI1_YEAST	sp|P35727|BLI1_YEAST	sp|P35727|BLI1_YEAST Biogenesis of lysosome-related organelles complex 1 subunit BLI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BLI1 PE=1 SV=1	NA	NA	23.2444370068495	NA	23.1684897231107	23.5304101474575	NA	NA	NA	NA	NA	23.1665756335335	NA	NA	NA	NA	23.596733911495	NA	NA	NA	NA	NA	NA	NA	23.2732697332516	NA	NA
sp|P35732|DEF1_YEAST	sp|P35732|DEF1_YEAST	sp|P35732|DEF1_YEAST RNA polymerase II degradation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DEF1 PE=1 SV=1	21.9223056479952	21.4957028127824	21.7887533751154	NA	13.8312082629752	21.7738635926518	NA	NA	NA	21.9990351987608	21.7267536679191	NA	NA	21.7070827220776	21.9744580040014	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.436900600477	NA	22.576416991998
sp|P35844|KES1_YEAST	sp|P35844|KES1_YEAST	sp|P35844|KES1_YEAST Oxysterol-binding protein homolog 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KES1 PE=1 SV=1	22.3270427251267	22.1903889662006	22.1779766565706	23.096274409507	NA	21.6140969222009	22.205531968219	22.1918050421425	NA	21.826599690239	21.4883167771827	21.9575541169205	19.5860224416292	19.7883551156123	21.985444505327	NA	22.9437260071968	22.8771762725055	NA	NA	NA	NA	NA	22.2277910148593	19.4350190783297	NA	22.3290429863701
sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST	sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST	sp|P38711|RS27B_YEAST 40S ribosomal protein S27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS27B PE=1 SV=1;sp|P35997|RS27A_YEAST 40S ribosomal protein S27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	27.2249022646306	24.1928737107593	24.1610026784242	27.5041551187099	NA	NA	26.8259013116019	27.6392728024809	27.0411380786949	NA	27.433007714483	NA	26.9028821933931	23.7695118112152	27.1358462542292	27.5933466670962	24.5697582809711	27.1045960343302	27.3042595380837	27.0861841806511	27.1307501180881	26.9346085490734	27.0953691732819	27.1876356945655	27.5445844608778	27.6919225996006	27.6323550474816
sp|P36008|EF1G2_YEAST	sp|P36008|EF1G2_YEAST	sp|P36008|EF1G2_YEAST Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF4 PE=1 SV=1	26.257530565496	23.4898362033799	25.3932280864553	27.1827195599181	26.3852836742741	NA	25.1590016073612	24.5293380873521	26.522514844873	22.6505767286903	26.2129144472707	NA	27.1520920057357	25.0115439460448	26.8994288404933	27.1963864560303	26.0659948895451	26.4393790632274	26.5267738255731	27.0010988944865	26.4318766824214	27.4396802505176	26.8757242327645	26.2727715773563	26.1504272159644	26.6668199451106	26.9624563686246
sp|P36010|NDK_YEAST	sp|P36010|NDK_YEAST	sp|P36010|NDK_YEAST Nucleoside diphosphate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNK1 PE=1 SV=1	26.9765090606039	25.5758286571673	24.6687144891004	27.0125459434831	24.9635371299866	24.0435179717876	26.413384142942	25.7483218548072	26.7758035570829	24.5121964797814	26.8147005849815	24.1155314041668	27.0562068835029	25.6411073537236	26.8094354922073	27.2019106220044	25.6781769396931	27.1036960062022	26.7712762676745	26.5434491364269	26.8958516703929	26.9703778437953	27.216508311811	26.9589217032543	24.9109080150024	26.2174146260736	26.7649647034874
sp|P36015|YKT6_YEAST	sp|P36015|YKT6_YEAST	sp|P36015|YKT6_YEAST Synaptobrevin homolog YKT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKT6 PE=1 SV=1	22.9124530137839	NA	21.5134500330155	21.9971064157416	22.841034480142	21.9137499004968	22.3654360542982	21.9749480736565	21.3867445247831	21.0154967243865	22.9060611715435	21.7937223648071	22.3914722654573	21.5042642488994	22.0976733905242	22.6763970261329	22.1207289403606	22.9484392424744	22.0742760713457	22.7490895044099	22.9279392367733	21.2421995265548	NA	NA	NA	NA	21.9730218416287
sp|P36017|VPS21_YEAST;sp|P36019|YPT53_YEAST	sp|P36017|VPS21_YEAST	sp|P36017|VPS21_YEAST Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS21 PE=1 SV=1	23.0086577181653	22.4100744962609	NA	24.0818032779872	23.0856818636086	NA	22.3992654056968	22.7493759889158	22.5373236361945	NA	23.6343369145308	21.6961270446776	22.3846383233931	22.1925878065829	23.0867511026718	22.6149281683447	NA	NA	23.5784224482669	23.934181087206	23.2578182701616	21.6572224853951	22.1986248875029	NA	22.7671491038601	24.4169953964944	23.4294363696176
sp|P36018|YPT52_YEAST	sp|P36018|YPT52_YEAST	sp|P36018|YPT52_YEAST GTP-binding protein YPT52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT52 PE=1 SV=1	22.0847902253086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1217093006887	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.717600287892	NA	NA	NA	22.7895495644517	22.8665190407669
sp|P36034|COS9_YEAST	sp|P36034|COS9_YEAST	sp|P36034|COS9_YEAST Protein COS9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COS9 PE=3 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.975507949495	NA	22.2534389552557	NA	NA	NA	NA	NA
sp|P36037|DOA1_YEAST	sp|P36037|DOA1_YEAST	sp|P36037|DOA1_YEAST Protein DOA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOA1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8565805428985	21.4468773290661	NA
sp|P36046|MIA40_YEAST	sp|P36046|MIA40_YEAST	sp|P36046|MIA40_YEAST Mitochondrial intermembrane space import and assembly protein 40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIA40 PE=1 SV=2	21.746118992786	NA	NA	22.1687651429546	NA	NA	21.7879965880361	NA	22.2141566395833	22.4996736585077	22.1036399858923	NA	NA	NA	22.362496086729	NA	NA	NA	22.109932651171	22.1387742597042	NA	NA	NA	NA	22.6611648429305	22.3984566689324	21.8403430559119
sp|P36047|SDS22_YEAST	sp|P36047|SDS22_YEAST	sp|P36047|SDS22_YEAST Protein phosphatase 1 regulatory subunit SDS22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDS22 PE=1 SV=1	NA	21.9740728324531	22.4212142573645	23.6318973066551	NA	21.6102264502789	22.0231668612337	NA	23.8389399831477	NA	22.3597377659814	NA	23.8085274653937	22.2466710224018	23.5002087647434	22.6478790972991	NA	22.7132010575769	24.272558029305	23.4159645318268	22.7861627209858	24.0774090316993	23.4816072986167	22.099568693842	22.4027560297112	22.5979388761812	24.0848064418336
sp|P36060|MCR1_YEAST	sp|P36060|MCR1_YEAST	sp|P36060|MCR1_YEAST NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCR1 PE=1 SV=1	21.3724676284363	NA	NA	NA	NA	NA	NA	NA	21.7465700848847	NA	21.2268801761323	NA	NA	NA	NA	21.0448690051575	NA	NA	NA	21.3700211200022	NA	NA	NA	NA	NA	NA	NA
sp|P36135|UTH1_YEAST	sp|P36135|UTH1_YEAST	sp|P36135|UTH1_YEAST Probable secreted beta-glucosidase UTH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTH1 PE=1 SV=2	24.7186875521375	24.2470623442761	24.1487992855448	24.610823450074	25.0206005485957	24.4412010782151	24.6341153023889	24.3946678366723	24.8931918976111	24.3182415842469	24.661991153681	NA	24.1409439493297	24.2632021364952	25.0420570991944	24.7320025911483	24.223614061817	24.9340910790929	24.8680651761757	22.6327183625582	24.2035917583852	24.9231130901929	24.4602023952914	24.5829647435613	24.7767073126194	24.572015974853	24.8035107592113
sp|P36136|SHB17_YEAST	sp|P36136|SHB17_YEAST	sp|P36136|SHB17_YEAST Sedoheptulose 1,7-bisphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHB17 PE=1 SV=1	23.6852800630154	23.7528706092137	23.1043440830468	23.835763617562	23.4043162624237	NA	23.0524015490351	NA	22.5262604258337	23.7465290823399	23.6065940754552	23.5768090819694	23.634004483551	23.6424025482506	23.8844612114772	23.3842957750497	23.4434160821126	23.702608983761	23.5787679350075	NA	23.6846381995727	23.9468163430231	23.8768953465888	23.2044129348556	NA	21.8710208443971	23.9539363823526
sp|P36139|PET10_YEAST	sp|P36139|PET10_YEAST	sp|P36139|PET10_YEAST Protein PET10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET10 PE=1 SV=3	25.709119791612	24.9052716748326	23.8004528423529	25.5567806014756	25.2913005624766	25.1801793028267	25.4421824280783	22.8395167535609	25.6447694724832	24.5655228216549	25.3595434135244	23.6869903040584	25.1897859588602	25.0367856754213	25.7665072737695	25.7253604326192	22.0453024020927	25.8768953465888	25.2141937035158	25.8623532075884	25.7400565923968	24.8244938278084	25.5074859304423	25.4464798341855	25.124196740585	25.5920637012127	25.8960365157675
sp|P36154|AIM29_YEAST	sp|P36154|AIM29_YEAST	sp|P36154|AIM29_YEAST Altered inheritance rate of mitochondria protein 29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM29 PE=1 SV=1	NA	NA	NA	21.3556844574352	NA	NA	21.0378498786785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0911331746919	NA	NA	21.5906254236192	NA	NA	NA	NA	NA
sp|P36421|SYYC_YEAST	sp|P36421|SYYC_YEAST	sp|P36421|SYYC_YEAST Tyrosine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TYS1 PE=1 SV=3	23.7582695801866	NA	23.1288049242429	24.9812864536842	23.1499157786027	23.8652356217105	23.4524936304516	23.7819679660944	NA	24.502213647316	22.3436184018027	23.1520687893219	24.9061896533828	24.4624508489901	23.2193363472995	25.0064592894505	23.5795737491347	23.9279573157718	23.746118992786	23.3862708974879	23.6378780869238	23.3745120651729	25.0112880053491	23.0976251723756	NA	23.3492185864849	23.7379957463341
sp|P37012|PGM2_YEAST;sp|P33401|PGM1_YEAST	sp|P37012|PGM2_YEAST	sp|P37012|PGM2_YEAST Phosphoglucomutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGM2 PE=1 SV=1	26.0230356919449	24.1082902622052	24.4033413147321	26.3580010695111	23.9328303755252	24.9175698484593	25.8238381511497	25.7946149682362	25.9670605192053	23.435680433333	26.2271630384258	24.9902314087027	25.5121361853486	24.4583885890488	25.7713266490208	26.0159092674672	25.2238349782926	26.3145815848128	25.5094203244851	25.9001432113902	25.710040003524	26.1824164806825	26.0927306918876	25.6327849141835	25.1139430576	23.4802517874814	26.0027091052726
sp|P37291|GLYC_YEAST	sp|P37291|GLYC_YEAST	sp|P37291|GLYC_YEAST Serine hydroxymethyltransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2	26.4557889967385	23.0282015076157	23.9115938695629	26.5712493340312	25.6672532031313	23.9652558571948	26.0543241040859	25.5946854366903	26.4299311456386	26.0814376015685	26.1738661946432	NA	26.0872975665729	23.8778315536566	26.2526127427704	26.7000175845047	24.8273558857875	26.5340076330658	26.48209989616	25.6225163806639	26.1255570948681	26.1315156870479	26.4547384354098	26.3784202843454	26.4755902106193	26.1058551311606	26.5464403395095
sp|P37292|GLYM_YEAST	sp|P37292|GLYM_YEAST	sp|P37292|GLYM_YEAST Serine hydroxymethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM1 PE=1 SV=2	25.1114776593391	23.9126905591185	24.2465550547927	25.1041360901049	23.7942183237796	24.4688025035077	24.7539928130994	25.0187767948652	23.2936175814124	24.0017002500962	24.782417987946	23.3015933174845	24.867264032356	24.8257557734905	25.0755333362349	24.1443713350893	24.0809092386104	25.3166544228719	24.6592712421614	22.4148555301587	24.9826360892792	24.9834626616585	25.1584238591492	24.815824578939	25.3012793202796	24.6504233402429	24.8606967596091
sp|P37302|APE3_YEAST	sp|P37302|APE3_YEAST	sp|P37302|APE3_YEAST Aminopeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE3 PE=1 SV=1	24.1086093189967	22.4429860045894	NA	24.4510475716314	23.941900852609	NA	22.7730788248043	24.6073845004964	25.3610171578031	24.2067246478702	24.0063308729619	22.7707421172081	24.5668586236038	NA	24.3220299050242	25.3654293793418	23.2614097458548	23.3570278740895	24.1204441947951	24.3464482652029	24.8683007220694	24.114896275369	23.746324052134	22.9992933222219	24.2451046726047	23.1791923255204	24.0505926724664
sp|P37898|AAP1_YEAST	sp|P37898|AAP1_YEAST	sp|P37898|AAP1_YEAST Alanine/arginine aminopeptidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAP1 PE=1 SV=2	23.4506071789242	NA	NA	24.6502589773785	22.4743961544853	NA	22.892691775427	22.3723081999391	24.3001972509532	22.9191623025822	22.8804497059822	22.2441466209863	24.2013498075986	NA	23.6852800630154	23.4287976981118	NA	23.1186236592922	NA	23.0713490976252	22.7612557914798	22.768260260219	23.4263681645638	NA	21.4944337369803	22.0235053075348	24.0481828480899
sp|P38011|GBLP_YEAST	sp|P38011|GBLP_YEAST	sp|P38011|GBLP_YEAST Guanine nucleotide-binding protein subunit beta-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASC1 PE=1 SV=4	27.700943618674	27.4117528930229	27.3931298693261	28.3547265093045	27.8362934977146	27.2674055097022	27.5201333067255	25.3515455960669	28.1160968304414	27.7594510914456	27.5650724357391	26.8352094437819	27.9315685693242	27.6003117584121	27.9367439606561	28.0451023889161	27.3096466253197	28.2341161081088	27.7414974350456	27.9767821689892	28.0745945732141	28.1481689383309	28.1244038337834	28.0344890995248	27.9467048131216	27.4259841797217	28.3235424523845
sp|P38013|AHP1_YEAST	sp|P38013|AHP1_YEAST	sp|P38013|AHP1_YEAST Peroxiredoxin AHP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AHP1 PE=1 SV=4	28.7164651045325	28.6999183312942	28.7910722962758	28.7929036595694	28.3553988201647	27.3462115277342	28.6436828208462	28.8349081730725	27.8922076958155	28.4915956344387	28.4387289184417	28.5711986924644	28.7782812565415	28.7589747920297	28.2283012739085	28.029705954649	28.9084763211028	28.8536771981676	28.5722473335579	21.6530287285002	28.6615970842312	28.3324053216897	28.3086923184537	28.8050742027044	28.4288216533964	27.3585041889725	28.7015386126276
sp|P38061|RL32_YEAST	sp|P38061|RL32_YEAST	sp|P38061|RL32_YEAST 60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL32 PE=1 SV=1	26.8166547946143	26.5788830788713	25.2661010917955	26.6975010627946	26.5423129178323	24.2810753916858	25.823570938166	26.3621716552271	22.7232159657273	26.5748331328405	26.2313627066199	24.5717845790402	26.1105819154334	25.7982787689982	25.9663785343002	26.8625423948871	26.3447225734632	26.9134212226139	26.5778752583337	24.1766838849217	24.5208526759954	25.8504318065988	26.9166135315776	26.8990830501251	26.6856543515221	25.6679840311304	27.0461438204497
sp|P38066|RIB1_YEAST	sp|P38066|RIB1_YEAST	sp|P38066|RIB1_YEAST GTP cyclohydrolase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIB1 PE=1 SV=2	20.2129997663198	20.5408507492407	20.0120898011557	NA	NA	NA	NA	NA	NA	NA	19.8811856729225	20.4878753535491	NA	NA	20.7016787310572	NA	NA	NA	20.4562340785416	NA	20.1203492671163	NA	NA	NA	NA	NA	NA
sp|P38071|ETR1_YEAST	sp|P38071|ETR1_YEAST	sp|P38071|ETR1_YEAST Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ETR1 PE=1 SV=3	23.1737137301738	23.1896351676355	NA	23.3695952164481	23.2976809217555	23.2010506174189	NA	NA	NA	23.0450357116946	23.0777186946084	NA	23.1464704794849	23.1437487793686	23.1405071519177	NA	NA	21.8333333112912	22.8244646929504	23.2183314585737	23.1436242359803	23.1819844827316	23.3401445769667	23.2327903746573	23.5062756157397	23.5036093439039	23.1695757961834
sp|P38075|PDX3_YEAST	sp|P38075|PDX3_YEAST	sp|P38075|PDX3_YEAST Pyridoxamine 5-phosphate oxidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDX3 PE=1 SV=1	24.0279147683173	22.7322096666533	21.2899085628263	23.3129903896032	NA	21.48222301927	23.9404677413808	21.4278263756047	22.3636193269696	21.3599253917894	NA	21.5369206653034	23.7674926435785	NA	24.0055601338958	23.6880581760841	23.4363160658237	NA	23.7243198273801	24.2916518652375	NA	23.7895495644517	NA	21.7095247571674	22.4779568399142	22.1272626248519	24.596790772074
