Protein.IDs	Majority.protein.IDs	Fasta.headers	50000amol-25000amol_PValue	25000amol-12500amol_PValue	12500amol-5000amol_PValue	5000amol-2500amol_PValue	2500amol-500amol_PValue	500amol-250amol_PValue	250amol-125amol_PValue	125amol-50amol_PValue	50000amol-5000amol_PValue	50000amol-25000amol_AdjPVal	25000amol-12500amol_AdjPVal	12500amol-5000amol_AdjPVal	5000amol-2500amol_AdjPVal	2500amol-500amol_AdjPVal	500amol-250amol_AdjPVal	250amol-125amol_AdjPVal	125amol-50amol_AdjPVal	50000amol-5000amol_AdjPVal	50000amol-25000amol_log2FoldChange	25000amol-12500amol_log2FoldChange	12500amol-5000amol_log2FoldChange	5000amol-2500amol_log2FoldChange	2500amol-500amol_log2FoldChange	500amol-250amol_log2FoldChange	250amol-125amol_log2FoldChange	125amol-50amol_log2FoldChange	50000amol-5000amol_log2FoldChange	featureAvg	Sample1_Tr_1	Sample1_Tr_2	Sample1_Tr_3	Sample2_Tr_1	Sample2_Tr_2	Sample2_Tr_3	Sample3_Tr_1	Sample3_Tr_2	Sample3_Tr_3	Sample4_Tr_1	Sample4_Tr_2	Sample4_Tr_3	Sample5_Tr_1	Sample5_Tr_2	Sample5_Tr_3	Sample6_Tr_1	Sample6_Tr_2	Sample6_Tr_3	Sample7_Tr_1	Sample7_Tr_2	Sample7_Tr_3	Sample8_Tr_1	Sample8_Tr_2	Sample8_Tr_3	Sample9_Tr_1	Sample9_Tr_2	Sample9_Tr_3
sp|P35723|YET1_YEAST	sp|P35723|YET1_YEAST	sp|P35723|YET1_YEAST Endoplasmic reticulum transmembrane protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YET1 PE=1 SV=2	0.666777554865064	0.218550875590648	0.35278903251348	0.475312121522337	0.897060250148563	0.416023749177681	0.236961414889907	0.806867468436225	0.916442860781081	0.848891083090392	0.741620152821976	0.991562142325478	0.997935466225821	0.971446347271568	0.916636632358522	0.665794420783787	0.901716623340967	0.97249441189919	0.401518303974996	-1.18483864238249	0.880748575622892	-0.774678474456799	0.120159438839707	0.571824502612156	-0.757087602847967	-0.151524918124068	0.0974282372153965	22.6010884796285	22.5957100376699	NA	23.3149272647093	24.1061347812905	21.8342982085575	22.8026236444108	21.7704800088071	NA	NA	22.8492485500235	NA	NA	21.957908308968	21.7177048681445	22.7961806486024	NA	22.1398673170116	22.2041293085526	22.0745700755667	NA	NA	NA	22.2372473125665	23.2209309098011	23.91067932434	23.2836208256667	22.0033312386243
sp|P35732|DEF1_YEAST	sp|P35732|DEF1_YEAST	sp|P35732|DEF1_YEAST RNA polymerase II degradation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DEF1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9139324669702	21.4957028127824	21.7887533751154	NA	13.8312082629752	21.7738635926518	NA	NA	21.5737618163728	21.9931374185922	21.7267536679191	14.8408762500589	NA	21.7070827220776	21.9744580040014	NA	NA	NA	NA	21.6349793973029	21.7391295759534	NA	21.618853261242	NA	22.436900600477	NA	14.0587527939862
sp|P35844|KES1_YEAST	sp|P35844|KES1_YEAST	sp|P35844|KES1_YEAST Oxysterol-binding protein homolog 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KES1 PE=1 SV=1	0.693642824642394	0.862919230727146	0.167363138462227	0.935404555830228	0.639605540054414	0.771449244086101	0.0313363514968678	0.464717039931159	0.240822173695499	0.861159428089126	0.974444763231711	0.941834696968688	0.997935466225821	0.870365185877968	0.964508730112733	0.434805812070521	0.661869306521129	0.500390983666696	-0.242577619553106	0.106144854432905	0.870857390423062	0.0498091711063005	-0.288604052766736	0.178708769601002	-1.41041019718606	0.505961171266637	0.734424625302861	22.740971821098	22.3270427251267	22.1903889662006	24.606368160165	23.096274409507	24.7002822263547	23.1261599720979	22.205531968219	24.4942383954269	22.7424640511451	22.1584469735204	21.8724494415576	22.3309037518262	21.7996626492395	21.939983744854	22.9518396223079	22.8935992764294	22.9437260071968	22.8771762725055	21.9793512253922	22.4477350400391	22.0841414147918	21.9493836070639	22.073785931128	23.2044427870125	22.9012256155933	NA	23.3686631138465
sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST	sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST	sp|P38711|RS27B_YEAST 40S ribosomal protein S27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS27B PE=1 SV=1;sp|P35997|RS27A_YEAST 40S ribosomal protein S27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	0.608248638200955	0.577317266061071	0.281981922621289	0.54481297162072	0.872247989469371	0.710572014728897	0.550311527261864	0.00878673311700632	0.985459285251454	0.808667729715446	0.915104188095717	0.976136624859432	0.997935466225821	0.961746353327095	0.95373194000138	0.84382259215997	0.0592038134291493	0.994088628533312	0.0921993532550047	0.100307421542993	-0.195773967111332	0.109069328937633	0.0288365626878679	0.0666420964040633	-0.107568238657727	-0.514340100538774	-0.00326719231333428	27.2169427974064	27.2163232797419	26.9571511177245	27.0319155306823	27.5041551187099	27.0965760287368	26.9010414339205	26.8259013116019	27.6392728024809	27.0411380786949	26.9825055345494	27.433007714483	27.0499905936374	26.9028821933931	27.1403394177717	27.1358462542292	27.2741766468836	27.4041375713289	27.1045960343302	27.3042595380837	27.0861841806511	27.4022681107479	27.1066939189819	27.0846645410588	27.1876356945655	27.7205152359013	27.6919225996006	27.6323550474816
sp|P36008|EF1G2_YEAST	sp|P36008|EF1G2_YEAST	sp|P36008|EF1G2_YEAST Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF4 PE=1 SV=1	0.29790669676875	0.526067425950816	0.3437063105288	0.0519527243446039	0.0212834862370662	0.336077255113261	0.187328929187135	0.785154815023763	0.178838098485697	0.630326974260709	0.891637301827282	0.991562142325478	0.997935466225821	0.238016478720918	0.908215936237943	0.65003138427936	0.893274494469658	0.406281969357449	0.149104620136036	-0.0900213855914629	0.135302479006725	0.28839873016237	-0.348754717361601	0.137508188379531	-0.190481586266163	0.0385432931740262	0.194385713551299	28.0406290056013	28.13423115996	28.1489931831382	28.1586068377835	28.0348039151445	28.2578632188333	28.0832447651413	27.941453158256	28.3347510637774	27.8955628020739	27.7093827691994	27.7154180610023	27.7459267231727	27.6637020687794	27.8915125606689	28.2492525108723	28.2713740438969	28.2155829140622	28.1321239265563	28.0669700476525	27.894001912895	28.074951783314	27.9215590423823	28.206668763032	28.0887639000449	27.8926130366954	28.3263742115895	28.0412947713121
sp|P36010|NDK_YEAST	sp|P36010|NDK_YEAST	sp|P36010|NDK_YEAST Nucleoside diphosphate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNK1 PE=1 SV=1	0.35232315153726	0.655665478027455	0.767785785751193	0.67748406482034	0.301856257975094	0.211006644134828	0.3879680380018	0.100649158760234	0.103878921867402	0.669896622374954	0.924861466973687	0.993362783940045	0.997935466225821	0.696255397438384	0.908215936237943	0.776922009007234	0.263558070651764	0.290693434580553	0.124097482914699	0.0589856342627044	0.0390034182407284	-0.0549979558910962	-0.138114823728309	0.168409763986975	-0.115008505467966	-0.224335118528639	0.222086535418132	27.070394915692	26.9765090606039	26.9361823166108	27.0369533185718	27.0125459434831	27.0781627004212	27.1610603604612	26.8715003340518	27.1236640786742	27.1314371858486	27.061263725978	27.152672294692	26.7836922880676	27.0923476103772	27.0049603853771	26.8094354922073	27.2019106220044	27.1932874191121	27.1036960062022	26.9303282202345	26.9469278643033	26.9553783565265	26.9703778437953	27.2556590853622	27.185935850765	27.5574235006922	27.4016986633196	26.9656521959396
sp|P36013|MAOM_YEAST	sp|P36013|MAOM_YEAST	sp|P36013|MAOM_YEAST NAD-dependent malic enzyme, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAE1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1579537865946	NA	NA	21.5154727055676	NA	NA	NA	NA	21.4370530488357	NA	NA	NA	NA	NA	21.6979517103255	21.7876379713392	NA	NA	NA	NA	NA	NA	NA
sp|P36015|YKT6_YEAST	sp|P36015|YKT6_YEAST	sp|P36015|YKT6_YEAST Synaptobrevin homolog YKT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKT6 PE=1 SV=1	0.261415950974294	0.292624476584736	0.25721695645447	0.520425305627173	0.00314687860711282	0.76695505456688	0.01488040140732	0.122106121595511	0.297239414099349	0.5990989890057	0.802693228260107	0.96518343344805	0.997935466225821	0.0992697160607408	0.962290661420955	0.338846179177379	0.299440453665317	0.56827590464173	0.434753274416067	0.406584263745234	-0.438730078300068	-0.246081989908397	1.26317376671727	-0.113000401814269	-1.0028307097723	0.607358957737496	0.402607459861233	22.5191027000372	22.9124530137839	21.7737428869186	22.2726719255326	22.9031764970756	22.841034480142	22.8270650882508	22.3654360542982	23.1609872961582	22.6521972670144	22.7527685473806	22.9060611715435	23.3544743119364	22.3914722654573	21.5042642488994	21.6670474217948	23.8511946832328	22.6832465150118	22.9484392424744	22.0742760713457	23.2728427530163	22.9279392367733	22.3217134445716	21.4020794045014	21.4999898816357	21.8635541257384	22.0832975246675	22.80234754185
sp|P36017|VPS21_YEAST;sp|P36019|YPT53_YEAST	sp|P36017|VPS21_YEAST	sp|P36017|VPS21_YEAST Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS21 PE=1 SV=1	0.924419840011715	0.643473578502864	0.00190374090487254	0.0290963827332612	0.0428807430947963	0.135586043762255	0.00891514323202676	0.0864072917197837	0.0447594304038941	0.96618579663875	0.92016588350715	0.262828152948562	0.997935466225821	0.323172903134485	0.854012247523624	0.269004756653329	0.242780001836153	0.175497427685325	0.0529398247423316	0.183206856579432	-1.4280026506841	0.927094578305734	0.951765872952304	-0.681224226577509	-1.14879359459183	0.707847359573137	-1.19185596936233	22.9001690346047	22.3700211200022	22.4100744962609	22.3562488448057	24.3078589526612	24.0765938115607	22.8893717586331	22.3992654056968	22.7493759889158	22.5373236361945	22.3230888546602	23.2130442786033	23.1029355449404	21.7141448797364	23.0265477566713	23.0867511026718	22.6149281683447	NA	NA	23.5784224482669	23.934181087206	23.9077488776482	21.6572224853951	22.1986248875029	NA	23.6595979024234	22.5806091349586	22.9100754067536
sp|P36018|YPT52_YEAST	sp|P36018|YPT52_YEAST	sp|P36018|YPT52_YEAST GTP-binding protein YPT52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT52 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1217093006887	NA	NA	NA	NA	NA	NA	NA	22.243187932731	NA	22.717600287892	NA	NA	NA	22.7895495644517	22.8665190407669
sp|P36037|DOA1_YEAST	sp|P36037|DOA1_YEAST	sp|P36037|DOA1_YEAST Protein DOA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOA1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1879150327778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9783739079294	NA	NA	NA	NA	NA	20.8565805428985	NA	NA
sp|P36046|MIA40_YEAST	sp|P36046|MIA40_YEAST	sp|P36046|MIA40_YEAST Mitochondrial intermembrane space import and assembly protein 40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIA40 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.746118992786	20.9264378895746	NA	22.1687651429546	22.4542269899585	NA	21.7879965880361	21.9086652818211	22.2141566395833	22.4996736585077	22.1036399858923	NA	NA	NA	NA	NA	NA	NA	22.109932651171	22.1387742597042	NA	20.7352089262148	NA	NA	22.6611648429305	22.3984566689324	21.8403430559119
sp|P36047|SDS22_YEAST	sp|P36047|SDS22_YEAST	sp|P36047|SDS22_YEAST Protein phosphatase 1 regulatory subunit SDS22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDS22 PE=1 SV=1	0.286577667154819	0.264000950857131	0.0171144877390348	0.798002644595364	0.349058093994109	0.738456876211007	0.548496471061541	0.035510127639577	0.834396548628799	0.623463639515501	0.793145713830515	0.578727895639965	0.997935466225821	0.72254875159679	0.957806173228335	0.84382259215997	0.144964874010979	0.935494676491739	0.576578969495241	0.541375121889835	-1.2294013410007	0.122063225950836	-0.4515645598436	0.159346518273534	0.287313358688266	-1.06490879030634	-0.111447249615626	23.9323057235056	22.0437348895552	22.7588185315677	23.5773854913586	24.1187028607987	23.8873463233162	23.7106181221616	22.0231668612337	24.1419574337696	23.8389399831477	23.8215287689828	24.2244239235642	23.6560005650841	23.723382640486	24.4737646995202	24.3814600423351	24.0928113276667	NA	23.7297227967578	24.272558029305	24.0996489483432	23.6959359578354	24.4738266190911	23.4816072986167	25.1012130194541	25.3151000736022	24.902376218625	24.6939173849683
sp|P36059|NNRD_YEAST	sp|P36059|NNRD_YEAST	sp|P36059|NNRD_YEAST ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NNR2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2643337800428	NA	22.2364884141521	NA	NA	22.7636281621282	NA	NA	NA	NA	22.3751221795659	NA	NA	NA	NA	22.2815282416425	22.3846646698971	NA	22.5035365583275	NA	22.330548202757	NA	19.8245268466028	NA
sp|P36060|MCR1_YEAST	sp|P36060|MCR1_YEAST	sp|P36060|MCR1_YEAST NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCR1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2998061101132	NA	NA	NA	NA	21.1321356964046	NA	21.7465700848847	NA	21.2268801761323	21.4624383672556	NA	NA	NA	21.0448690051575	22.1674181458317	21.7784429431391	NA	21.3700211200022	NA	NA	21.2890642725494	NA	NA	NA	NA
sp|P36117|ALY1_YEAST	sp|P36117|ALY1_YEAST	sp|P36117|ALY1_YEAST Arrestin-related trafficking adapter 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALY1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.791910666299	NA	NA	22.6133776201807	NA	NA	NA	23.5555524523102	NA	NA	NA	28.4009661862007	28.435116074837	28.4802749034575	28.4462826234627	28.3950520724686	NA	23.3540707044247	23.3505680347554	28.5333022222465	23.3165853762308	28.4530512332169	25.6467481013686	NA	NA
sp|P36135|UTH1_YEAST	sp|P36135|UTH1_YEAST	sp|P36135|UTH1_YEAST Probable secreted beta-glucosidase UTH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTH1 PE=1 SV=2	0.997777499335337	0.569206524509122	0.0836391871354615	0.385252039297168	0.557304737958822	0.20633037278663	0.346908528520053	0.27382552405743	0.227481024050983	0.999217293706672	0.91441974076234	0.857230069411334	0.997935466225821	0.835355265968514	0.908215936237943	0.76476212643991	0.474215269276858	0.485759479050407	-0.000685466987267347	0.140661308924635	-0.442612230743805	0.215751028520234	0.145055750198274	0.317471061561594	-0.234123145599465	-0.273484476279666	-0.302636388806437	24.8362500017343	25.0097087002753	24.5965064467659	24.546984866587	24.610823450074	24.8010945557241	24.7366546160196	24.9108165430875	24.7711754997035	24.8931918976111	25.0996088216507	24.661991153681	25.0721836449672	24.1409439493297	24.2632021364952	25.0420570991944	24.7320025911483	24.6125117343682	25.2286132139238	25.1544117624315	25.221329275201	25.1052956682271	25.3554492308514	24.4602023952914	24.5829647435613	25.3724875557597	24.7930277356857	24.8035107592113
sp|P36136|SHB17_YEAST	sp|P36136|SHB17_YEAST	sp|P36136|SHB17_YEAST Sedoheptulose 1,7-bisphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHB17 PE=1 SV=1	0.429693355715931	0.665219225996785	0.797758579742516	0.867067315332077	0.646977315918343	0.783041827139047	0.796344909462383	0.465406659340506	0.538041356062766	0.697935493981943	0.928940423701785	0.993362783940045	0.997935466225821	0.873545247562899	0.966716395749978	0.938307923882673	0.661869306521129	0.766769728695781	0.33382064954607	-0.181888246983299	0.107543028847495	-0.0702143552126628	-0.1925561492104	0.115577481372295	-0.108312919871665	0.308205119426702	0.259475431410266	23.681502823734	23.6852800630154	23.7528706092137	23.6037675884399	23.835763617562	23.8781122973492	23.7719310879826	23.6403076106838	22.5246593561801	24.3312865528552	23.7465290823399	23.6065940754552	23.5768090819694	23.634004483551	23.6424025482506	23.8844612114772	23.8258042878256	23.9693021967707	23.702608983761	23.5787679350075	23.4558830395463	23.6846381995727	23.9468163430231	23.8768953465888	23.6838889977838	22.0988622616594	24.5083930006017	23.9539363823526
sp|P36139|PET10_YEAST	sp|P36139|PET10_YEAST	sp|P36139|PET10_YEAST Protein PET10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET10 PE=1 SV=3	0.13863701891351	0.721850469440436	0.882921458484392	0.374714707022172	0.198542590554689	0.1950766934547	0.104780687132359	0.206617787390292	0.314185570948164	0.460354502995101	0.957199931831699	0.993362783940045	0.997935466225821	0.580879743960465	0.908215936237943	0.527363712748397	0.409901464448239	0.587721795789827	0.239475587034136	-0.056044600307704	-0.0231535895614634	0.140947637881098	-0.206454019913632	0.208128305343834	-0.263823265225565	0.202640446566598	0.160277397164968	25.856777342434	25.6850661402628	25.8285427011052	26.0273875253042	25.8439549698364	26.0396957075447	26.0904104837183	25.6752181711398	25.7451958648623	25.952448529747	25.7316142444472	25.7335290747499	25.7224709025162	25.7814177486846	25.4100550814084	25.9911185353297	26.2844859571841	25.7065927647844	26.100210604883	25.7769582553834	25.8623532075884	25.9711456723848	26.0728378542703	26.0499282952772	25.6842101319067	25.7012345352651	25.7352089262148	25.9296963599197
sp|P36154|AIM29_YEAST	sp|P36154|AIM29_YEAST	sp|P36154|AIM29_YEAST Altered inheritance rate of mitochondria protein 29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM29 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3556844574352	NA	NA	21.0378498786785	NA	NA	NA	NA	NA	NA	21.2160234774184	NA	NA	NA	NA	21.0911331746919	NA	NA	21.5906254236192	NA	NA	NA	NA	NA
sp|P36421|SYYC_YEAST	sp|P36421|SYYC_YEAST	sp|P36421|SYYC_YEAST Tyrosine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TYS1 PE=1 SV=3	0.292715184627792	0.221587553633929	0.837843932020751	0.343507298148792	0.555473078338628	0.718842392343657	0.158454554224866	0.667710322155508	0.70181722489644	0.628342072482324	0.741620152821976	0.993362783940045	0.997935466225821	0.835355265968514	0.956274697673731	0.607962681965465	0.826592507329653	0.87797503361096	0.256701638806025	-0.299711539717158	-0.0492472521382012	0.230475650279761	-0.142434741258533	0.0867292591637003	-0.348039405831798	-0.1034938041321	-0.092257153049335	25.7319615066742	25.9993363383091	25.5298742169852	25.6968380900148	26.0604187128226	26.2058675090412	25.6273118928005	25.6163312134447	25.1671041760346	25.5434786366783	25.9219789137529	25.4448698066202	25.3155147305113	25.3127827129577	25.7088567660796	25.8278404181316	25.9141287001655	25.1717302244378	26.0111600179724	25.6428982724272	25.9579038821041	25.7729882471924	25.6136642600601	25.8255859604689	25.670417454131	26.4676836533553	26.0851509999052	25.6512448738001
sp|P37012|PGM2_YEAST	sp|P37012|PGM2_YEAST	sp|P37012|PGM2_YEAST Phosphoglucomutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGM2 PE=1 SV=1	0.682665358602191	0.041564564321406	0.786666992886268	0.922129684390288	0.911748668238816	0.433076506839086	0.0225593261639661	0.164816375665993	0.0311489069949643	0.856271098904645	0.56611760516094	0.993362783940045	0.997935466225821	0.974966988840891	0.916636632358522	0.391404308944812	0.353670745398388	0.136818616800666	0.055301324686539	0.29040634141883	-0.0365648443049302	-0.0131958516503978	0.0149623289867336	0.106654716315763	-0.329614970225034	-0.192234565198635	0.309142821800439	26.4688426584121	26.392835177813	26.2032556877914	26.3460593188452	26.747528187539	26.5314070438708	26.4364908156734	26.4069453349605	26.6919225996006	26.714501274145	26.2261158032197	26.4498676459576	26.4154488231383	26.3132672453018	26.2383047262386	26.1750091648677	26.6321470014734	26.5352394183553	26.811886762937	26.5725798467087	26.2944066244608	26.1848582461949	26.4504026651757	26.212060979154	26.3840816410257	27.0391518310874	26.566655429163	26.6863224824287
sp|P37291|GLYC_YEAST	sp|P37291|GLYC_YEAST	sp|P37291|GLYC_YEAST Serine hydroxymethyltransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2	0.0874206844078655	0.407928022497351	0.724865220308658	0.57892144423965	0.0100573888541956	0.0436987123750429	0.0874839152047941	0.00012568141394931	0.0333555001926308	0.371339184632351	0.829863121427449	0.993362783940045	0.997935466225821	0.152130810760038	0.778861034542684	0.520942271790186	0.0041534714895629	0.141150714229791	0.244920848728832	0.115177717619435	-0.0486334324770361	0.0768648664388998	-0.387537660223401	0.293445716604129	-0.244868173559496	-0.646489592906228	0.311465133871231	26.660299503059	26.3899505734802	26.6103447434481	26.2510058663347	26.7600224432547	26.7933999000218	26.6300648896372	26.2513671180996	26.7310444801253	26.6144227378964	26.5490874601323	26.3920654216186	26.2254539996265	26.474523031203	26.5541475718542	26.420212109178	26.7390522976888	26.8814536285511	26.7110909560679	26.6703364061244	26.4030649597275	26.3238001148422	26.8494776431772	26.6961748124338	26.7835674064366	27.5990349742815	27.3720225131472	27.1518985242037
sp|P37292|GLYM_YEAST	sp|P37292|GLYM_YEAST	sp|P37292|GLYM_YEAST Serine hydroxymethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM1 PE=1 SV=2	0.352273707836282	0.258358682727584	0.340462727743665	0.675734562696984	0.902251729780078	0.75823381601863	0.884443646786771	0.263076078039809	0.268061868678305	0.669896622374954	0.786407569355014	0.989419291003058	0.997935466225821	0.972302329918283	0.962290661420955	0.968144938280788	0.46425762517458	0.533051395022189	0.30898969691577	0.377467544303659	-0.3168289063379	0.137715783690403	-0.0403526965721994	-0.101234217719664	0.0477559050339593	0.373629521823407	0.369628334881529	25.342890388634	25.3442146239793	25.0237760074213	24.9032500636165	25.1041360901049	25.3441130126181	25.6418239880103	25.3992393244891	25.6846114490644	25.3197925543746	25.0616345510773	25.4767029481457	25.2702425637366	25.721245661585	25.7019483546495	24.8101467896007	25.8749038870793	25.5576864223661	25.89802210923	25.4444275237742	25.3701275762478	25.4071723140088	25.8745756181503	24.5157493985097	25.5393131360162	25.8109312627094	24.6318973066551	24.5263559558986
sp|P37299|QCR10_YEAST	sp|P37299|QCR10_YEAST	sp|P37299|QCR10_YEAST Cytochrome b-c1 complex subunit 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR10 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0351333485957	22.1034799158769	21.9792814389538	NA	NA	22.4218819696263	21.9712684870451	NA	NA	NA	NA	NA	NA	22.2332147419224	22.4768697847758	NA	21.9402347262846	22.0019922466886	NA	NA	NA	22.4230625501963	NA	22.3348635635237	NA	22.1948734551214	22.1816509221393
sp|P37302|APE3_YEAST	sp|P37302|APE3_YEAST	sp|P37302|APE3_YEAST Aminopeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE3 PE=1 SV=1	0.438122278472068	0.215437178345662	0.782293679308238	0.401049463845436	0.126218002821395	0.66202555715354	0.00171451012795705	0.147923643907183	0.0291639996452707	0.701988379679551	0.741620152821976	0.993362783940045	0.997935466225821	0.503421229643956	0.935497578568354	0.160688055271676	0.337844067985095	0.131427375024791	0.167467307377628	0.270807202940503	0.0592810504649002	0.181616235128963	0.337826874980639	0.0939129751843275	-0.766490372893866	-0.318626438780491	0.497555560783031	25.0793918161899	25.3349385584812	25.1426976070283	24.8725809517546	25.2957907904177	25.2016863224018	25.1342997158497	25.1705846524969	25.6310369157856	25.3610171578031	25.3175172271801	24.6341707086159	24.6758373246865	24.2491620739476	24.7611137310158	24.3220299050242	25.5929761496839	25.3871588211554	25.6849056773792	25.2802613195616	24.7716289001566	25.1204837461512	24.114896275369	24.7372737541627	24.7618746060089	25.8087238439472	25.4083390710808	25.3705932299827
sp|P37898|AAP1_YEAST	sp|P37898|AAP1_YEAST	sp|P37898|AAP1_YEAST Alanine/arginine aminopeptidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAP1 PE=1 SV=2	0.879010966091094	0.378160872100738	0.74323325984119	0.94181467798618	0.325463459579634	0.299625189755672	0.0331183008453463	0.656233844473738	0.547311866256403	0.942864931170354	0.818219154358132	0.993362783940045	0.997935466225821	0.711851223110284	0.908215936237943	0.434805812070521	0.819112028893479	0.768895617777214	0.0426633755798065	0.249540098509531	-0.102762585638356	-0.0228656488503773	-0.279145980256068	-0.294899211818368	-0.635598387590097	0.125049091470302	0.189440888450982	24.1619227138297	23.5402595534611	23.6017290834508	23.8256102206958	25.3802383008132	24.884135110267	24.7090408889873	24.2171187493209	23.6343369145308	23.8647634892846	22.9191623025822	24.2006765424199	24.2246447160718	24.4088573270507	24.1810897598904	24.4766720503561	24.0317052406096	23.9768367844627	23.8356672548034	NA	23.7469390553579	23.7703186876573	24.078956682006	24.3593088153408	23.7436560044953	24.8126458119488	25.2348744283246	24.5507467853832
